"permit_id","type","description"
103782,"Authorization","CANADIAN NATURAL RESOURCES LTD."
103783,"Authorization","CANADIAN NATURAL RESOURCES LTD."
103815,"Authorization","CENOVUS ENERGY INC."
103704,"Authorization","BRIXTON METALS CORPORATION"
103864,"Authorization","T&M SEAFOOD LTD."
103763,"Authorization","OCEAN FALLS IMPROVEMENT DISTRICT"
105018,"Authorization","OCEAN FALLS IMPROVEMENT DISTRICT"
103913,"Authorization","SHELL CANADA LIMITED"
103914,"Authorization","CENOVUS ENERGY INC."
103926,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
14874,"Authorization","NORTH WEST RUBBER LIMITED"
103919,"Authorization","NTE ENERGY CANADA LTD."
103668,"Authorization","SHELL CANADA LIMITED"
6718,"Authorization","APOLLO FOREST PRODUCTS LTD."
18124,"Authorization","BARKERVILLE GOLD MINES LTD."
103016,"Authorization","KELOWNA FLIGHTCRAFT LTD."
103953,"Authorization","BELLA COOLA HARBOUR AUTHORITY"
104102,"Authorization","BG INTERNATIONAL LIMITED"
104109,"Authorization","STRATHCONA RESOURCES LTD."
100168,"Authorization","CARIBOO REGIONAL DISTRICT"
18182,"Authorization","HORIZON REMOTE CATERING LTD."
103717,"Authorization","GITANYOW BAND COUNCIL"
103980,"Authorization","SECURE WASTE INFRASTRUCTURE CORP."
18200,"Authorization","THE OWNERS, STRATA PLAN NES 3708"
100267,"Authorization","Kenneth Salter - DBA FREEPORT 2550 FREEPORT 2550"
103921,"Authorization","FRASER VALLEY BIOGAS LTD."
100223,"Authorization","NEW GOLD INC."
104224,"Authorization","PROGRESS ENERGY LTD."
16556,"Authorization","CARIBOO REGIONAL DISTRICT"
100140,"Authorization","0934110 B.C. LTD."
104460,"Authorization","SECURE ENERGY SERVICES INC."
103861,"Authorization","HARRISON RIVER LODGE LTD."
104329,"Authorization","TOURMALINE OIL CORP."
100529,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
104593,"Authorization","SECURE ENERGY SERVICES INC."
104792,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
100026,"Authorization","ANDERSON HOLDINGS LTD."
104794,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
103245,"Authorization","CENTRAL CITY FOUNDATION"
104822,"Authorization","SELKIRK METALS CORP."
106083,"Authorization","RUDDOCK CREEK MINING CORPORATION"
103961,"Authorization","FIRST COAL CORPORATION"
104893,"Authorization","THE CORPORATION OF THE CITY OF CRANBROOK"
104810,"Authorization","TIDAL COAST TERMINALS LTD."
105923,"Authorization","TIDAL COAST TERMINALS LTD."
103712,"Authorization","REGIONAL DISTRICT OF FRASER-FORT GEORGE"
104952,"Authorization","CAMCO VENTURES INC."
104869,"Authorization","GAVIN MINES INC."
14556,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
104988,"Authorization","LAVOIE'S FAMILY FARM"
104991,"Authorization","STOLZFUS-HORST FAMILY FARM"
103769,"Authorization","BCT MINING CORP."
105149,"Authorization","WESTKAM GOLD CORP."
105264,"Authorization","BCT MINING CORP."
100532,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
105009,"Authorization","NORTHRIVER MIDSTREAM INC."
104958,"Authorization","CANADIAN NATURAL RESOURCES LTD."
104901,"Authorization","THE UNIVERSITY OF BRITISH COLUMBIA"
104856,"Authorization","SUNSHINE VALLEY RV RESORTS & CABINS INC."
2559,"Authorization","CANFOR PULP LTD."
14924,"Authorization","SECURE WASTE INFRASTRUCTURE CORP."
104384,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
100091,"Authorization","SUNSHINE COAST REGIONAL DISTRICT"
105108,"Authorization","TOURMALINE OIL CORP."
104815,"Authorization","KOKANEE SPRINGS RESORT LTD"
18192,"Authorization","3 VALLEY RV LTD."
104110,"Authorization","HIS MAJESTY THE KING IN RIGHT OF THE PROVINCE OF BRITISH COLUMBIA AS REPRESENTED BY THE MINISTER OF TRANSPORTATION AND INFRASTRUCTURE"
6051,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
104973,"Authorization","CANCEN OIL PROCESSORS BC INC."
104997,"Authorization","BAKERVIEW ECODAIRY LTD."
5375,"Authorization","NWWT GENERAL PARTNER INC. NORTHWEST WOOD TREATERS LIMITED PARTNERSHIP"
105176,"Authorization","OK LAMINATORS INC."
105266,"Authorization","TOURMALINE OIL CORP."
105273,"Authorization","PACIFIC REGENERATION TECHNOLOGIES INC. PRT - RED ROCK NURSERY"
105813,"Authorization","PRT GROWING SERVICES LTD. PRT GROWING SERVICES - RED ROCK NURSERY"
105259,"Authorization","COAST MOUNTAIN HYDRO CORP."
105289,"Authorization","NORTHRIVER MIDSTREAM G AND P CANADA INC."
104133,"Authorization","PINNACLE RENEWABLE ENERGY INC."
13070,"Authorization","FORTISBC ENERGY INC."
105007,"Authorization","DISTRICT OF BARRIERE"
105181,"Authorization","DISTRICT OF LILLOOET"
105207,"Authorization","RANCHO EL RIO DEL SOL FARMS LTD."
105260,"Authorization","MINISTRY OF CITIZENS' SERVICES SHARED SERVICES BC - INTEGRATED WORKPLACE SOLUTIONS"
105309,"Authorization","BRITISH COLUMBIA FERRY SERVICES INC."
105255,"Authorization","NTE ENERGY CANADA LTD."
105281,"Authorization","FOREST LAWN MH PARK LTD. FOREST LAWN MOBILE HOME PARK"
104872,"Authorization","COAST MOUNTAIN HYDRO CORP."
105400,"Authorization","ERIKSON NATIONAL ENERGY INC."
105363,"Authorization","AQT WATER MANAGEMENT INC."
103768,"Authorization","DUTCH CREEK DEVELOPMENTS LTD."
105026,"Authorization","WEST FRASER MILLS LTD. FRASER LAKE SAWMILLS, A DIVISION OF WEST FRASER MILLS LTD."
105435,"Authorization","WEST FRASER MILLS LTD. FRASER LAKE SAWMILLS, A DIVISION OF WEST FRASER MILLS LTD."
105466,"Authorization","0938522 B.C. LTD."
105340,"Authorization","COPPER MOUNTAIN MINE (BC) LTD."
105495,"Authorization","SIMILCO MINES LTD"
17843,"Authorization","HEIDELBERG MATERIALS CANADA LIMITED / MATÉRIAUX HEIDELBERG CANADA LIMITÉE"
15043,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
105419,"Authorization","POWER PAVING LTD."
5662,"Authorization","HYLAND PRECAST INC."
100024,"Authorization","DOUBLE M CONSTRUCTION LTD."
15854,"Authorization","BRITISH COLUMBIA HYDRO AND POWER AUTHORITY"
104957,"Authorization","TALLAHASSEE EXPLORATION INC."
7224,"Authorization","GALLOWAY LUMBER COMPANY LTD."
105210,"Authorization","GITXAALA NATION"
17306,"Authorization","NAMGIS FIRST NATION"
105724,"Authorization","PETRONAS ENERGY CANADA LTD."
105747,"Authorization","BENCH CREEK RESOURCES LTD."
18284,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
109778,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
105777,"Authorization","OVINTIV CANADA ULC"
105778,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
105781,"Authorization","TOURMALINE OIL CORP."
105798,"Authorization","PEACE RIVER COAL INC."
106068,"Authorization","PEACE RIVER COAL INC."
105824,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
105748,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
105004,"Authorization","SCHOOL DISTRICT NO. 33 (CHILLIWACK)"
105656,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
105847,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
4527,"Authorization","MINISTRY OF TRANSPORTATION"
105792,"Authorization","BIONORTH ENERGY LIMITED PARTNERSHIP BY ITS GENERAL PARTNER, BIONORTH SERVICES LTD. BIONORTH ENERGY LIMITED PARTNERSHIP"
17426,"Authorization","GREEN ISLAND ENERGY LTD."
105216,"Authorization","SECURE WASTE INFRASTRUCTURE CORP."
18066,"Authorization","REGIONAL DISTRICT OF CENTRAL KOOTENAY"
107571,"Authorization","BIONORTH ENERGY LIMITED PARTNERSHIP BY ITS GENERAL PARTNER, BIONORTH SERVICES LTD. BIONORTH ENERGY LIMITED PARTNERSHIP"
105837,"Authorization","PETRONAS ENERGY CANADA LTD."
105870,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
105877,"Authorization","CANADIAN NATURAL RESOURCES LTD."
105649,"Authorization","COWICHAN VALLEY REGIONAL DISTRICT"
105881,"Authorization","PETRONAS ENERGY CANADA LTD."
105887,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
105784,"Authorization","NICOLA CLEAN POWER LTD."
109392,"Authorization","AURICO METALS INC."
106970,"Authorization","TECK COAL LIMITED"
105858,"Authorization","PRECISION DIVERSIFIED OILFIELD SERVICES CORP."
105926,"Authorization","OVINTIV CANADA ULC"
18262,"Authorization","MOYIE RIVER RANCH RESORT LTD."
105929,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
105913,"Authorization","NEW GOLD INC."
106530,"Authorization","BW GOLD LTD."
104847,"Authorization","DISTRICT OF BARRIERE"
105017,"Authorization","NEWCREST RED CHRIS MINING LIMITED"
105836,"Authorization","RED CHRIS DEVELOPMENT COMPANY LTD."
106018,"Authorization","CANADIAN NATURAL RESOURCES LTD."
105575,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
106037,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
105058,"Authorization","DISTRICT OF MISSION"
18271,"Authorization","THE OWNERS STRATA PLAN KAS 3482"
1907,"Authorization","PINNACLE RENEWABLE ENERGY INC."
106096,"Authorization","LAFARGE CANADA INC. VERNON PAVING"
106109,"Authorization","VERESEN MIDSTREAM GENERAL PARTNER INC."
105782,"Authorization","LEDCOR RESOURCES AND TRANSPORTATION LIMITED, BY ITS GENERAL PARTNER, LEDCOR RESOURCES AND  TRANSPORTATION INC."
106131,"Authorization","CANADIAN NATURAL RESOURCES LTD."
106146,"Authorization","R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA"
105788,"Authorization","CANADA ZINC METALS CORP."
106429,"Authorization","ZINCX RESOURCES CORP."
106160,"Authorization","PEACE RIVER REGIONAL DISTRICT"
106056,"Authorization","WIND CHIMES MOBILE HOME PARK LTD."
106177,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
106092,"Authorization","ALTAGAS LTD."
105882,"Authorization","BW GOLD LTD."
106241,"Authorization","CANADIAN NATURAL RESOURCES"
105212,"Authorization","MINISTRY OF CITIZENS' SERVICES SHARED SERVICES BC - INTEGRATED WORKPLACE SOLUTIONS"
106224,"Authorization","PETRONAS ENERGY CANADA LTD."
106055,"Authorization","KENNAMETAL LTD."
3647,"Authorization","CONIFEX POWER INC."
105241,"Authorization","GFL ENVIRONMENTAL INC."
106004,"Authorization","NEWCREST RED CHRIS MINING LIMITED"
106274,"Authorization","PETRONAS ENERGY CANADA LTD."
106282,"Authorization","NORTHRIVER MIDSTREAM G AND P CANADA INC."
106091,"Authorization","HUSKY OIL OPERATIONS LIMITED"
18169,"Authorization","WILD ROSE BAY PROPERTIES LTD."
105808,"Authorization","EAST FRASER FIBER CO. LTD."
106016,"Authorization","FARMCREST FOODS LTD."
106293,"Authorization","MIDVALLEY SANDBLASTING & PAINTING LTD."
106266,"Authorization","VERSATILE FAB & MACHINE LTD."
106379,"Authorization","THE OWNERS, STRATA PLAN EPS 1145  GROUNDSWELL COHOUSING STRATA EPS 1145"
104619,"Authorization","COLUMBIA FUELS LTD."
106450,"Authorization","PETRONAS ENERGY CANADA LTD."
106485,"Authorization","PETRONAS ENERGY CANADA LTD."
106546,"Authorization","PETRONAS ENERGY CANADA LTD."
16129,"Authorization","SOPREMA INC."
106555,"Authorization","OKANAGAN-SIMILKAMEEN REGIONAL DISTRICT"
106416,"Authorization","SECURE ENERGY SERVICES INC."
106394,"Authorization","SHELL CANADA LIMITED"
106563,"Authorization","UNITED CONCRETE & GRAVEL LTD."
105809,"Authorization","COBBLE HILL HOLDINGS LTD. (BC0754588)"
106630,"Authorization","TERUS CONSTRUCTION LTD. DGS ASTRO PAVING"
106636,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
106678,"Authorization","TOURMALINE OIL CORP."
104218,"Authorization","HIDDEN VALLEY WOOD FIBRE LTD."
106668,"Authorization","NEWCREST RED CHRIS MINING LIMITED"
100134,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
106776,"Authorization","TSAWWASSEN FIRST NATION"
106873,"Authorization","CANADIAN NATURAL RESOURCES LTD."
106666,"Authorization","HD MINING INTERNATIONAL LTD."
105823,"Authorization","MURMAC CONSTRUCTION LTD."
106894,"Authorization","FORTISBC ENERGY INC."
106728,"Authorization","R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA"
106913,"Authorization","CANADIAN NATURAL RESOURCES LTD."
106918,"Authorization","PETRONAS ENERGY CANADA LTD."
106934,"Authorization","PETRONAS ENERGY CANADA LTD."
106911,"Authorization","PETRONAS ENERGY CANADA LTD."
106021,"Authorization","TIMBERWEST FOREST CORP."
106967,"Authorization","PETRONAS ENERGY CANADA LTD."
3457,"Authorization","NORTHRIVER MIDSTREAM OPERATIONS GP INC."
100230,"Authorization","LONDON ENTERPRISES LIMITED SONORA RESORT"
106981,"Authorization","PETRONAS ENERGY CANADA LTD."
107020,"Authorization","PETRONAS ENERGY CANADA LTD."
107054,"Authorization","LEUCROTTA EXPLORATION INC."
107062,"Authorization","FORTISBC ENERGY INC."
105751,"Authorization","PREB'S RETREADING LTD."
107025,"Authorization","PRETIUM RESOURCES INC."
107078,"Authorization","PETRONAS ENERGY CANADA LTD."
106262,"Authorization","GOLD MOUNTAIN MINING CORPORATION"
107076,"Authorization","METLAKATLA GOVERNING COUNCIL"
107063,"Authorization","PETRONAS ENERGY CANADA LTD."
107090,"Authorization","PETRONAS ENERGY CANADA LTD."
107075,"Authorization","CENOVUS ENERGY INC."
106826,"Authorization","KSM MINING ULC"
106576,"Authorization","BANKS ISLAND GOLD LTD."
106766,"Authorization","AVANTI KITSAULT MINE LTD."
107125,"Authorization","PETRONAS ENERGY CANADA LTD."
107179,"Authorization","CANADIAN NATURAL RESOURCES LTD."
107129,"Authorization","AVANTI KITSAULT MINE LTD."
107124,"Authorization","PETRONAS ENERGY CANADA LTD."
107036,"Authorization","STELLA-JONES INC."
107233,"Authorization","TOURMALINE OIL CORP."
107237,"Authorization","ARC RESOURCES LTD."
107239,"Authorization","TOURMALINE OIL CORP."
107241,"Authorization","ZARGON OIL & GAS LTD."
107185,"Authorization","PETRONAS ENERGY CANADA LTD."
107038,"Authorization","NA"
15279,"Authorization","REGIONAL DISTRICT OKANAGAN SIMILKAMEEN"
15280,"Authorization","REGIONAL DISTRICT OKANAGAN SIMILKAMEEN"
107293,"Authorization","CANADIAN NATURAL RESOURCES LTD."
107294,"Authorization","CANADIAN NATURAL RESOURCES LTD."
107155,"Authorization","MOLYCOP LTD. AND 1100739 B.C. LTD. MOLY-COP CANADA"
107300,"Authorization","PETRONAS ENERGY CANADA LTD."
18265,"Authorization","QUILCHENA UTILITIES LTD."
107073,"Authorization","PRETIUM RESOURCES INC. PRETIVM"
18130,"Authorization","OKA DEVELOPMENT CORPORATION"
107071,"Authorization","TIMBERWEST FOREST CORP."
106837,"Authorization","KSM MINING ULC"
106841,"Authorization","KSM MINING ULC"
106809,"Authorization","KSM MINING ULC"
106839,"Authorization","KSM MINING ULC"
106836,"Authorization","KSM MINING ULC"
18352,"Authorization","ELECTRA STONE LTD."
107379,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
107835,"Authorization","PRETIUM RESOURCES INC."
107067,"Authorization","SEABREEZE FARM LTD."
106814,"Authorization","KSM MINING ULC"
107368,"Authorization","PETRONAS ENERGY CANADA LTD."
100095,"Authorization","600835 B.C. LTD."
106251,"Authorization","PRETIUM EXPLORATION INC."
106268,"Authorization","BARSKI INDUSTRIES (1985) LTD."
107370,"Authorization","GOERTZEN HOLDINGS (1976) LTD."
12975,"Authorization","CIRBA SOLUTIONS CANADA ULC"
107457,"Authorization","CANADIAN NATURAL RESOURCES"
105619,"Authorization","MADERA RANCH LTD."
107394,"Authorization","BOREAS COAL LIMITED GLENCORE (A COAL MINE DEVELOPER)"
107448,"Authorization","0992167 B.C. LTD. DUKE POINT PELLET LP"
107170,"Authorization","KOOCANUSA UTILITY COMPANY LTD."
107002,"Authorization","HAIDA GWAII FOREST PRODUCTS CORPORATION"
7865,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
100025,"Authorization","HAY U RANCH RESORT INC."
107442,"Authorization","TECK COAL LIMITED"
107440,"Authorization","PETRONAS ENERGY CANADA LTD."
17761,"Authorization","PEACE RIVER COAL INC."
7248,"Authorization","KOPPERS ASHCROFT INC."
107510,"Authorization","PETRONAS ENERGY CANADA LTD."
107479,"Authorization","TOURMALINE OIL CORP."
107369,"Authorization","LAVINGTON PELLET INC."
106835,"Authorization","KSM MINING ULC"
106834,"Authorization","KSM MINING ULC"
107565,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
107584,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
107277,"Authorization","COEUR SILVERTIP HOLDINGS LTD."
107648,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
107194,"Authorization","LONG HOH ENTERPRISES CANADA LTD."
107051,"Authorization","GREATER VANCOUVER SEWERAGE AND DRAINAGE DISTRICT"
8738,"Authorization","SUKUNKA NATURAL RESOURCES INC."
106588,"Authorization","SLEEMAN BREWERIES LTD./BRASSERIE SLEEMAN LTEE OKANAGAN SPRING BREWERY"
17530,"Authorization","GLEN VALLEY LUMBER LTD."
107515,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
107058,"Authorization","B.M.W. SHAKE LTD."
107639,"Authorization","PETRONAS ENERGY CANADA LTD."
107744,"Authorization","ENERCAPITA ENERGY LTD."
8109,"Authorization","MASONITE INTERNATIONAL CORPORATION/CORPORATION INTERNATIONALE MASONITE"
106789,"Authorization","EVR OPERATIONS LIMITED"
6789,"Authorization","HARDISTY MOTEL INC. CHRISTINA LAKE MOTOR INN"
107227,"Authorization","OK MATTING INC."
107475,"Authorization","LANDUS DEVELOPMENT GROUP INC."
107865,"Authorization","TOURMALINE OIL CORP."
107108,"Authorization","SUMMIT EARTHWORKS INC."
107786,"Authorization","CERTAINTEED CANADA, INC."
107484,"Authorization","CHEVRON CANADA LIMITED"
107866,"Authorization","PETRONAS ENERGY CANADA LTD."
107969,"Authorization","TAKU RIVER TLINGIT FIRST NATION"
107990,"Authorization","PETRONAS ENERGY CANADA LTD."
108025,"Authorization","PETRONAS ENERGY CANADA LTD."
108038,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
108039,"Authorization","R360 ENVIRONMENTAL SOLUTIONS CANADA INC.  R360 CANADA"
107911,"Authorization","CERTAINTEED CANADA, INC."
108042,"Authorization","CANLIN ENERGY CORPORATION"
108046,"Authorization","TOURMALINE OIL CORP."
107981,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
108074,"Authorization","FORTISBC ENERGY INC."
3821,"Authorization","EVR OPERATIONS LIMITED"
108101,"Authorization","PETRONAS ENERGY CANADA LTD."
108102,"Authorization","CANADIAN NATURAL RESOURCES LTD."
107685,"Authorization","DISTRICT OF BARRIERE"
108122,"Authorization","TOURMALINE OIL CORP."
107886,"Authorization","TOQUAHT NATION"
103725,"Authorization","ARROWPOINT EFFLUENT INC."
104779,"Authorization","THOMPSON CREEK METALS COMPANY INC."
104778,"Authorization","THOMPSON CREEK METALS COMPANY INC."
108179,"Authorization","NISGA'A VILLAGE OF GINGOLX GINGOLX VILLAGE GOVERNMENT"
107853,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
107877,"Authorization","GRANDVIEW BLACKTOP LTD."
107923,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
108292,"Authorization","CANADIAN NATURAL RESOURCES LTD."
108293,"Authorization","PACIFIC CANBRIAM ENERGY LIMITED"
108177,"Authorization","ATCO TWO RIVERS CAMP SERVICES LTD."
108325,"Authorization","COLAS WESTERN CANADA INC. TERUS CONSTRUCTION"
108359,"Authorization","ISH ENERGY LTD."
108013,"Authorization","TIMBERWEST FOREST CORP."
108255,"Authorization","ALTAGAS HOLDINGS INC."
104777,"Authorization","THOMPSON CREEK METALS COMPANY INC."
107251,"Authorization","UNIVERSITY OF NORTHERN BRITISH COLUMBIA"
108155,"Authorization","KSM MINING ULC"
107797,"Authorization","TECK COAL LIMITED"
108392,"Authorization","IDM MINING LTD."
109154,"Authorization","IDM MINING LTD."
108466,"Authorization","TOURMALINE OIL CORP."
108379,"Authorization","PARALLEL WOOD PRODUCTS LTD"
108476,"Authorization","GFL ENVIRONMENTAL INC."
107987,"Authorization","EVR OPERATIONS LIMITED"
108522,"Authorization","JAZZ RESOURCES INC."
108585,"Authorization","CRYOPEAK NORTHERN GAS SUPPLY CORP."
108144,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
108180,"Authorization","HORIZON NORTH LOGISTICS INC.  HORIZON NORTH CAMPS & CATERING"
108530,"Authorization","MINISTRY OF FORESTS, LANDS AND NATURAL RESOURCE OPERATIONS, CROWN LAND OPPORTUNITIES AND RESTORATION BRANCH, CROWN CONTAMINATED SITES PROGRAM"
108221,"Authorization","BOREAS COAL LIMITED GLENCORE"
108536,"Authorization","FISHER ROAD HOLDINGS LTD."
108520,"Authorization","GFL ENVIRONMENTAL INC."
108651,"Authorization","NA"
108684,"Authorization","CARDINAL ENERGY LTD"
7909,"Authorization","BCG, PARKS"
108531,"Authorization","NANAIMO ORGANIC WASTE LTD."
6293,"Authorization","VILLAGE OF CHASE"
107972,"Authorization","TEKMAR CONTROL SYSTEMS LTD."
108713,"Authorization","TOURMALINE OIL CORP."
108714,"Authorization","TOURMALINE OIL CORP."
108719,"Authorization","TOURMALINE OIL CORP."
5042,"Authorization","SQUAMISH-LILLOOET REGIONAL DISTRICT"
108541,"Authorization","CITY OF SURREY"
5907,"Authorization","VITREO MINERALS LTD."
15894,"Authorization","HIGHLAND VALLEY COPPER CORPORATION"
108733,"Authorization","CANADIAN NATURAL RESOURCES"
108735,"Authorization","PAVILION ENERGY CORP."
108469,"Authorization","LNG CANADA DEVELOPMENT INC."
108226,"Authorization","BLACK DIAMOND GROUP INC. BLACK DIAMOND LIMITED PARTNERSHIP"
108743,"Authorization","ARC RESOURCES LTD."
108537,"Authorization","CITY OF KELOWNA"
108767,"Authorization","ARC RESOURCES LTD."
107362,"Authorization","THE OWNERS, STRATA PLAN EPS 2214 HYDE CANYON STRATA"
108836,"Authorization","LEHIGH HANSON MATERIALS LIMITED LEHIGHT INLAND CEMENT"
108558,"Authorization","NB WASTE WATER UTILITY CORP .WHOLLY OWNED BY NARAMATA BENCHLAND PROPERTIES LTD. NB WASTE WATER UTILITY CORP."
108899,"Authorization","OVINTIV CANADA ULC"
108842,"Authorization","TOURMALINE OIL CORP."
108936,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
108932,"Authorization","GOLDWEDGE MINES INC."
109355,"Authorization","GOLDWEDGE MINES INC."
108985,"Authorization","ALTAGAS HOLDINGS INC."
107615,"Authorization","STEWART BULK TERMINALS LIMITED"
1691,"Authorization","WEST FRASER MILLS LTD.  PACIFIC INLAND RESOURCES"
107664,"Authorization","CIF COMPOSITES INC."
109120,"Authorization","OVINTIV CANADA ULC"
108485,"Authorization","HALTON RECYCLING LTD. EMTERRA ENVIRONMENTAL"
107721,"Authorization","LAFARGE CANADA INC."
109121,"Authorization","OVINTIV CANADA ULC"
109102,"Authorization","STRATHCONA RESOURCES LTD."
109093,"Authorization","TOURMALINE OIL CORP."
108091,"Authorization","FRASER VALLEY PACKERS HOLDINGS LTD."
108903,"Authorization","LAFARGE CANADA INC."
109668,"Authorization","LAFARGE CANADA INC."
108588,"Authorization","GRAYMONT WESTERN CANADA INC"
108582,"Authorization","KAHLON FARMS LTD."
10833,"Authorization","TSAY KEH DENE TIMBER GP CORP."
108587,"Authorization","GRAYMONT WESTERN CANADA INC"
109398,"Authorization","CANADIAN NATURAL RESOURCES LTD."
109085,"Authorization","TRANS MOUNTAIN PIPELINE ULC"
108970,"Authorization","MIGHTY WHITE DOLOMITE LTD."
108156,"Authorization","OVINTIV CANADA ULC"
109483,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
109489,"Authorization","DELBERT E. MYERS, JR. AND EILEEN H. MYERS OCTOBER FARM"
110120,"Authorization","DELBERT E. MYERS, JR. AND EILEEN H. MYERS OCTOBER FARM"
110589,"Authorization","UNIVERSITY OF NORTHERN BRITISH COLUMBIA"
108830,"Authorization","IMPERIAL OIL LIMITED - COMPAGNIE PETROLIERE IMPERIALE LTEE"
15529,"Authorization","GARTH MACDONNEL - DBA"
109507,"Authorization","STEWART WORLD PORT SERVICES LTD."
16909,"Authorization","CENTRAL LANDSCAPE SUPPLIES LTD."
108488,"Authorization","N.M.V. LUMBER LTD."
109584,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
4395,"Authorization","CAWSTON COLD STORAGE LTD."
18127,"Authorization","FRESHWATER FISHERIES SOCIETY OF BC AND BC MINISTRY OF ENVIRO"
109356,"Authorization","VEGPRO INTERNATIONAL INC."
109653,"Authorization","CANADIAN NATURAL RESOURCES"
108211,"Authorization","Dan Morgan - DBA AUTOCORE AUTOCORE"
109680,"Authorization","OVINTIV CANADA ULC"
14350,"Authorization","LADYSMITH FISHERMEN'S CLUB"
109788,"Authorization","OVINTIV CANADA ULC"
109798,"Authorization","YOHO RESOURCES INC."
109801,"Authorization","TOURMALINE OIL CORP."
13362,"Authorization","SEABOARD AVIATION 1980 LTD."
17579,"Authorization","FRIENDS OF THE MARBLE RIVER"
109814,"Authorization","CANADIAN NATURAL RESOURCES"
109209,"Authorization","1355392 B.C. LTD."
109825,"Authorization","ARC RESOURCES LTD."
1935,"Authorization","GALLOWAY LUMBER COMPANY LTD."
3016,"Authorization","CHEMTRADE PULP CHEMICALS LIMITED PARTNERSHIP"
109087,"Authorization","CERTAINTEED CANADA, INC."
108756,"Authorization","FERTOZ INTERNATIONAL ORGANIC INC."
109888,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
109090,"Authorization","1598313 ALBERTA LTD. GENERAL PARTNER FOR PEMBINA INFRASTRUCTURE AND LOGISTICS LP"
109711,"Authorization","MOLSON ULC MOLSON CANADA 2005"
109925,"Authorization","TOURMALINE OIL CORP."
109360,"Authorization","HIGH BRIX MANUFACTURING INC"
108982,"Authorization","CONSOLIDATED ENVIROWASTE INDUSTRIES INC."
2499,"Authorization","KELTIC SEAFOODS LIMITED"
109949,"Authorization","PETRONAS ENERGY CANADA LTD."
109887,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
16022,"Authorization","0822759 B.C. LTD UCLUELET HARBOURS SEAFOODS"
109386,"Authorization","NGTL GP LTD. NGTL LIMITED PARTNERSHIP"
2539,"Authorization","BCG, HIGHWAYS"
8220,"Authorization","JIM PATTISON ENTERPRISES LTD. CANADIAN FISHING COMPANY"
110090,"Authorization","CONOCOPHILLIPS CANADA RESOURCES CORP."
110094,"Authorization","PETRONAS ENERGY CANADA LTD."
109990,"Authorization","TRU-GRIT ABRASIVES INC."
108946,"Authorization","BARRICK GOLD INC."
109208,"Authorization","REGIONAL DISTRICT OF EAST KOOTENAY"
110065,"Authorization","CANADIAN NATURAL RESOURCES LIMITED"
110215,"Authorization","TOURMALINE OIL CORP."
109479,"Authorization","OVINTIV CANADA ULC"
110269,"Authorization","COELACANTH ENERGY INC."
110272,"Authorization","CANADIAN NATURAL RESOURCES LTD."
109647,"Authorization","FLUOR CANADA LTD."
